"","Date","Time","Latitude (deg)","Longitude (deg)","Altitude (km)","Velocity (km/s)","vx","vy","vz","Total radiated Energy (J)","Total Impact Energy (kt)"
"770",2003-02-04,"14:07:08",-59.9,41,NA,NA,NA,NA,NA,1.35e+11,0.4
"771",2003-01-30,"06:02:59",NA,NA,NA,NA,NA,NA,NA,1.07e+11,0.32
"772",2002-11-28,"15:41:53",NA,NA,NA,NA,NA,NA,NA,4.6e+10,0.15
"773",2002-11-21,"00:11:17",-1.4,-154,NA,NA,NA,NA,NA,2.4e+11,0.66
"774",2002-11-12,"21:49:56",-21.1,-6.8,NA,NA,NA,NA,NA,4.3e+10,0.14
"775",2002-11-10,"22:13:54",16,-166,NA,NA,NA,NA,NA,4.6e+11,1.2
"776",2002-10-09,"12:00:35",-4.3,-175.9,NA,NA,NA,NA,NA,4.9e+10,0.16
"777",2002-10-04,"10:08:01",NA,NA,NA,NA,NA,NA,NA,1.17e+11,0.35
"778",2002-09-24,"16:48:57",57.9,112.9,NA,NA,NA,NA,NA,8.6e+11,2
"779",2002-08-14,"07:48:32",-6.9,-126.2,NA,NA,NA,NA,NA,9e+10,0.28
"780",2002-08-11,"20:42:53",-18.2,159.4,NA,NA,NA,NA,NA,1.51e+12,3.3
"781",2002-08-10,"18:01:51",NA,NA,NA,NA,NA,NA,NA,2.5e+10,0.089
"782",2002-07-25,"15:57:32",-28.7,47,NA,NA,NA,NA,NA,2.3e+11,0.63
"783",2002-07-22,"11:16:02",34,106.1,NA,NA,NA,NA,NA,5.3e+10,0.17
"784",2002-06-29,"16:31:55",NA,NA,NA,NA,NA,NA,NA,1.59e+11,0.46
"785",2002-06-15,"11:51:18",NA,NA,NA,NA,NA,NA,NA,2.9e+10,0.1
"786",2002-06-13,"15:29:38",-24.9,111.4,NA,NA,NA,NA,NA,1.91e+11,0.54
"787",2002-06-02,"04:28:20",34,21,NA,NA,NA,NA,NA,4.5e+12,8.8
"788",2002-04-03,"19:10:21",-5.3,27.1,NA,NA,NA,NA,NA,1.82e+11,0.51
"789",2002-04-02,"02:36:28",NA,NA,NA,NA,NA,NA,NA,3.2e+10,0.11
"790",2002-03-28,"21:29:56",NA,NA,NA,NA,NA,NA,NA,2.7e+10,0.095
"791",2002-03-19,"05:56:10",NA,NA,NA,NA,NA,NA,NA,8.3e+10,0.26
"792",2002-03-19,"02:56:52",NA,NA,NA,NA,NA,NA,NA,5.3e+10,0.17
"793",2002-03-18,"14:44:57",-60.4,-120.5,NA,NA,NA,NA,NA,2e+10,0.073
"794",2002-03-09,"01:20:24",6.9,-147.3,NA,NA,NA,NA,NA,2.49e+11,0.68
"795",2002-03-03,"21:10:55",37.5,154,NA,NA,NA,NA,NA,8.2e+10,0.25
"796",2002-03-01,"03:53:59",29.2,-66.8,NA,NA,NA,NA,NA,3.8e+10,0.13
"797",2002-02-09,"19:50:26",-17.7,138.7,NA,NA,NA,NA,NA,7e+10,0.22
"798",2002-02-01,"19:07:54",60.7,116.6,NA,NA,NA,NA,NA,7e+10,0.22
"799",2002-01-20,"16:42:04",48.4,-165,NA,NA,NA,NA,NA,1.04e+11,0.31
"800",2002-01-03,"12:19:37",NA,NA,NA,NA,NA,NA,NA,1.23e+11,0.36
"801",2001-12-14,"17:58:04",NA,NA,NA,NA,NA,NA,NA,1.51e+11,0.44
"802",2001-12-12,"16:56:13",NA,NA,NA,NA,NA,NA,NA,9.8e+10,0.3
"803",2001-11-26,"06:51:52",NA,NA,NA,NA,NA,NA,NA,1.92e+11,0.54
"804",2001-11-13,"10:58:48",NA,NA,NA,NA,NA,NA,NA,3.12e+11,0.83
"805",2001-11-11,"12:14:02",NA,NA,NA,NA,NA,NA,NA,1.3e+11,0.38
"806",2001-10-27,"19:20:12",52.7,3.8,NA,NA,NA,NA,NA,3.6e+10,0.12
"807",2001-10-14,"12:03:11",NA,NA,NA,NA,NA,NA,NA,8.9e+10,0.27
"808",2001-10-12,"03:11:53",NA,NA,NA,NA,NA,NA,NA,6.2e+10,0.2
"809",2001-10-06,"06:29:38",NA,NA,NA,NA,NA,NA,NA,1.58e+11,0.45
"810",2001-09-25,"11:54:06",NA,NA,NA,NA,NA,NA,NA,4.2e+10,0.14
"811",2001-08-26,"16:08:52",NA,NA,NA,NA,NA,NA,NA,3.8e+10,0.13
"812",2001-08-18,"13:57:43",NA,NA,NA,NA,NA,NA,NA,4e+10,0.13
"813",2001-07-26,"21:20:19",0.4,84.8,NA,NA,NA,NA,NA,3.26e+11,0.86
"814",2001-07-23,"22:19:11",41,-77,NA,NA,NA,NA,NA,1.24e+12,2.8
"815",2001-05-06,"04:30:29",NA,NA,NA,NA,NA,NA,NA,5e+10,0.16
"816",2001-04-27,"09:46:18",NA,NA,NA,NA,NA,NA,NA,1.3e+11,0.38
"817",2001-04-23,"06:12:35",28,-133.6,29,NA,NA,NA,NA,4.6e+12,9
"818",2001-04-14,"06:40:36",NA,NA,NA,NA,NA,NA,NA,2.4e+10,0.086
"819",2001-04-13,"00:29:57",-15.3,162.4,NA,NA,NA,NA,NA,2.51e+11,0.68
"820",2001-02-09,"21:27:55",NA,NA,NA,NA,NA,NA,NA,1.08e+11,0.32
"821",2001-02-04,"05:53:38",-64,97.3,NA,NA,NA,NA,NA,1.51e+11,0.44
"822",2001-01-28,"16:19:18",66,31.3,NA,NA,NA,NA,NA,1.08e+11,0.32
"823",2000-12-15,"13:22:59",41.3,95.2,NA,NA,NA,NA,NA,2.62e+11,0.71
"824",2000-12-15,"03:46:27",50.4,58.9,NA,NA,NA,NA,NA,2.7e+10,0.095
"825",2000-11-28,"12:20:13",NA,NA,NA,NA,NA,NA,NA,1.19e+11,0.35
"826",2000-11-13,"00:28:01",-13.6,-5.8,NA,NA,NA,NA,NA,6.6e+10,0.21
"827",2000-11-06,"07:18:57",-52,-22.2,NA,NA,NA,NA,NA,6.9e+10,0.22
"828",2000-10-11,"23:29:55",-31.7,-5.5,NA,NA,NA,NA,NA,8.1e+10,0.25
"829",2000-09-24,"06:57:19",NA,NA,NA,NA,NA,NA,NA,2.7e+10,0.095
"830",2000-09-23,"04:00:45",-58.5,142.6,NA,NA,NA,NA,NA,2.2e+10,0.079
"831",2000-09-19,"22:12:38",-3.2,-133.8,NA,NA,NA,NA,NA,8.9e+10,0.27
"832",2000-08-25,"01:12:25",14.5,-106.1,NA,NA,NA,NA,NA,1.385e+12,3.1
"833",2000-08-13,"03:00:32",36.7,-127.8,NA,NA,NA,NA,NA,6.5e+10,0.21
"834",2000-08-01,"16:48:27",-50.2,-101.9,NA,NA,NA,NA,NA,1.82e+11,0.51
"835",2000-07-31,"07:06:34",15.7,-138.5,NA,NA,NA,NA,NA,3.8e+10,0.13
"836",2000-07-19,"17:40:25",-17.7,94.1,NA,NA,NA,NA,NA,1.07e+11,0.32
"837",2000-07-15,"16:13:29",-46.6,163.3,NA,NA,NA,NA,NA,2.1e+10,0.076
"838",2000-07-09,"01:08:45",NA,NA,NA,NA,NA,NA,NA,1.21e+11,0.36
"839",2000-07-07,"01:34:20",15,140.7,NA,NA,NA,NA,NA,6.5e+10,0.21
"840",2000-06-27,"10:06:51",34.9,36.8,NA,NA,NA,NA,NA,2.7e+10,0.095
"841",2000-06-23,"09:03:42",69.2,-44,NA,NA,NA,NA,NA,2e+10,0.073
"842",2000-06-22,"20:02:11",32.9,159,NA,NA,NA,NA,NA,3e+10,0.1
"843",2000-06-18,"13:40:02",NA,NA,NA,NA,NA,NA,NA,1.33e+11,0.39
"844",2000-06-14,"16:39:18",28.1,107.3,48,NA,NA,NA,NA,1.45e+11,0.42
"845",2000-06-04,"03:17:39",NA,NA,NA,NA,NA,NA,NA,1.9e+11,0.53
"846",2000-06-03,"03:24:49",36.8,-74.8,NA,NA,NA,NA,NA,3e+10,0.1
"847",2000-06-02,"18:44:16",-27.5,-18.9,NA,NA,NA,NA,NA,3e+10,0.1
"848",2000-05-29,"16:46:28",NA,NA,NA,NA,NA,NA,NA,6e+10,0.19
"849",2000-05-06,"11:51:52",49.9,18.4,NA,NA,NA,NA,NA,2.8e+10,0.098
"850",2000-05-03,"10:40:09",-5,73,NA,NA,NA,NA,NA,5.9e+10,0.19
"851",2000-04-21,"13:42:20",NA,NA,NA,NA,NA,NA,NA,8.6e+10,0.27
"852",2000-04-04,"13:38:15",NA,NA,NA,NA,NA,NA,NA,2.3e+10,0.082
"853",2000-03-28,"15:27:17",1,98.3,NA,NA,NA,NA,NA,6.3e+10,0.2
"854",2000-03-19,"05:11:50",NA,NA,NA,NA,NA,NA,NA,4.9e+10,0.16
"855",2000-03-06,"08:29:18",58,175,NA,NA,NA,NA,NA,9.6e+11,2.2
"856",2000-02-18,"09:25:59",-0.9,109.2,NA,NA,NA,NA,NA,3.62e+12,7.3
"857",2000-02-17,"14:22:07",14.2,115.9,NA,NA,NA,NA,NA,2.2e+10,0.079
"858",2000-01-18,"16:43:42",60.3,-134.6,NA,NA,NA,NA,NA,1.05e+12,2.4
"859",2000-01-18,"08:33:58",24.3,-94.9,NA,NA,NA,NA,NA,3.5e+10,0.12
"860",1999-12-16,"00:07:22",-26.5,-11.3,NA,NA,NA,NA,NA,6.7e+10,0.21
"861",1999-12-11,"17:31:52",NA,NA,NA,NA,NA,NA,NA,2.73e+11,0.74
"862",1999-12-10,"18:56:50",NA,NA,NA,NA,NA,NA,NA,2.8e+10,0.098
"863",1999-12-03,"17:24:45",NA,NA,NA,NA,NA,NA,NA,4.2e+10,0.14
"864",1999-12-01,"19:38:15",NA,NA,NA,NA,NA,NA,NA,2.3e+10,0.082
"865",1999-11-30,"02:18:53",NA,NA,NA,NA,NA,NA,NA,4.5e+10,0.15
"866",1999-11-15,"20:01:28",-8.1,75.4,NA,NA,NA,NA,NA,7.4e+10,0.23
"867",1999-11-07,"17:53:06",-2.3,-77.4,NA,NA,NA,NA,NA,8.9e+10,0.27
"868",1999-10-26,"17:19:42",13.7,-70.8,NA,NA,NA,NA,NA,8.6e+10,0.27
"869",1999-09-08,"23:55:35",22.4,0.2,NA,NA,NA,NA,NA,2.8e+10,0.098
"870",1999-09-08,"14:41:53",32.5,104.6,32,NA,NA,NA,NA,9e+10,0.28
"871",1999-08-16,"05:18:20",35,-107.2,NA,NA,NA,NA,NA,3.6e+10,0.12
"872",1999-08-06,"03:22:37",NA,NA,NA,NA,NA,NA,NA,6.8e+10,0.22
"873",1999-08-03,"18:25:49",-64.7,-18.8,NA,NA,NA,NA,NA,3.56e+11,0.93
"874",1999-07-10,"08:11:42",-37.8,39.6,52,NA,NA,NA,NA,3.26e+11,0.86
"875",1999-07-07,"04:14:41",-39.5,174.4,NA,NA,NA,NA,NA,1.4e+11,0.41
"876",1999-06-25,"06:27:41",50,121,69,NA,NA,NA,NA,1.24e+11,0.37
"877",1999-05-23,"07:02:10",-16.4,-116.3,NA,NA,NA,NA,NA,2.6e+10,0.092
"878",1999-04-26,"11:33:06",-22.5,6.5,NA,NA,NA,NA,NA,9.2e+10,0.28
"879",1999-04-26,"09:49:26",-32.8,159.1,NA,NA,NA,NA,NA,3.3e+10,0.11
"880",1999-03-31,"23:54:35",-17.9,22.6,NA,NA,NA,NA,NA,2.34e+11,0.64
"881",1999-03-28,"15:37:01",0.8,97.6,NA,NA,NA,NA,NA,3.04e+11,0.81
"882",1999-03-02,"22:23:25",18.9,50.5,NA,NA,NA,NA,NA,5.9e+10,0.19
"883",1999-02-18,"23:15:25",-54.9,-64.6,NA,NA,NA,NA,NA,1.54e+11,0.44
"884",1999-02-01,"14:24:09",80,154.2,NA,NA,NA,NA,NA,2.8e+10,0.098
"885",1999-01-19,"02:32:21",7.9,85.8,NA,NA,NA,NA,NA,2.4e+10,0.086
"886",1999-01-14,"08:06:05",-44,-129.7,32,NA,NA,NA,NA,5.06e+12,9.8
"887",1999-01-12,"19:24:52",NA,NA,NA,NA,NA,NA,NA,4.3e+10,0.14
"888",1999-01-11,"05:18:17",NA,NA,NA,NA,NA,NA,NA,2.4e+10,0.086
"889",1999-01-02,"18:25:51",47,103,65,NA,NA,NA,NA,3.5e+10,0.12
"890",1998-12-22,"09:24:00",NA,NA,NA,NA,NA,NA,NA,2.7e+10,0.095
"891",1998-11-23,"20:20:14",82.3,160.1,NA,NA,NA,NA,NA,2.5e+10,0.089
"892",1998-11-11,"16:46:18",6.5,156.4,NA,NA,NA,NA,NA,6.56e+11,1.6
"893",1998-10-03,"12:58:50",NA,NA,NA,NA,NA,NA,NA,3.2e+10,0.11
"894",1998-09-04,"09:16:11",NA,NA,NA,NA,NA,NA,NA,1.28e+11,0.38
"895",1998-09-01,"11:15:04",34.6,23.6,NA,NA,NA,NA,NA,2.4e+10,0.086
"896",1998-08-30,"00:20:12",NA,NA,NA,NA,NA,NA,NA,4.1e+10,0.14
"897",1998-08-08,"12:55:22",NA,NA,NA,NA,NA,NA,NA,2.3e+10,0.082
"898",1998-07-28,"14:16:53",NA,NA,NA,NA,NA,NA,NA,6.3e+10,0.2
"899",1998-03-24,"09:08:14",NA,NA,NA,NA,NA,NA,NA,2.7e+10,0.095
"900",1998-03-22,"22:25:37",1.4,26.6,NA,NA,NA,NA,NA,1.4e+11,0.41
"901",1998-01-08,"16:10:21",NA,NA,NA,NA,NA,NA,NA,6.2e+10,0.2
"902",1998-01-04,"23:00:27",-35.1,33.4,30,17.1,6,-10.6,12,7.4e+10,0.23
"903",1997-12-28,"03:58:18",-23.1,152.4,NA,NA,NA,NA,NA,3.1e+10,0.11
"904",1997-12-09,"08:15:55",62.7,-49.9,NA,NA,NA,NA,NA,2.7e+11,0.73
"905",1997-11-07,"07:46:55",-57.3,167.2,NA,NA,NA,NA,NA,8e+11,1.9
"906",1997-10-09,"18:47:15",31.8,-106,37,NA,NA,NA,NA,1.9e+11,0.53
"907",1997-10-01,"14:26:43",46.7,108.9,NA,NA,NA,NA,NA,6.2e+10,0.2
"908",1997-09-30,"12:31:18",-38.1,63.9,NA,NA,NA,NA,NA,2.3e+10,0.082
"909",1997-09-05,"11:41:54",-31.1,56.4,NA,NA,NA,NA,NA,1.9e+11,0.53
"910",1997-08-20,"17:16:43",NA,NA,NA,NA,NA,NA,NA,2.6e+10,0.092
"911",1997-08-15,"01:05:22",NA,NA,NA,NA,NA,NA,NA,2.2e+10,0.079
"912",1997-07-30,"03:01:51",NA,NA,NA,NA,NA,NA,NA,5e+10,0.16
"913",1997-07-04,"12:22:33",-15.8,-175.8,NA,NA,NA,NA,NA,2.7e+10,0.095
"914",1997-05-22,"08:30:15",NA,NA,NA,NA,NA,NA,NA,4.5e+10,0.15
"915",1997-04-27,"22:34:21",16.7,87.5,NA,NA,NA,NA,NA,3.25e+11,0.86
"916",1997-02-19,"04:31:35",-16.3,-87.7,NA,NA,NA,NA,NA,1.4e+11,0.41
"917",1997-02-15,"15:23:35",35.5,115.6,NA,NA,NA,NA,NA,1.5e+11,0.43
"918",1997-02-06,"18:28:34",NA,NA,NA,NA,NA,NA,NA,2.6e+10,0.092
"919",1997-01-28,"17:49:49",NA,NA,NA,NA,NA,NA,NA,2.4e+10,0.086
"920",1997-01-23,"10:03:27",-15,94.2,NA,NA,NA,NA,NA,2.7e+11,0.73
"921",1997-01-22,"21:13:16",32.2,29,NA,NA,NA,NA,NA,4.8e+11,1.2
"922",1997-01-04,"06:46:39",25.7,-5.3,NA,NA,NA,NA,NA,4.3e+10,0.14
"923",1997-01-03,"15:08:07",NA,NA,NA,NA,NA,NA,NA,3.5e+11,0.92
"924",1996-12-17,"04:16:18",34.1,-37.2,NA,NA,NA,NA,NA,4.1e+10,0.14
"925",1996-12-10,"06:09:32",NA,NA,NA,NA,NA,NA,NA,2.5e+11,0.68
"926",1996-12-04,"17:00:34",NA,NA,NA,NA,NA,NA,NA,4.9e+10,0.16
"927",1996-12-01,"13:19:35",NA,NA,NA,NA,NA,NA,NA,6.2e+10,0.2
"928",1996-11-22,"10:06:17",NA,NA,NA,NA,NA,NA,NA,6.8e+10,0.22
"929",1996-11-08,"16:02:13",NA,NA,NA,NA,NA,NA,NA,6.1e+10,0.2
"930",1996-10-30,"12:48:19",-2.1,-123.1,NA,NA,NA,NA,NA,2.1e+10,0.076
"931",1996-10-28,"04:46:21",27.4,-79.4,NA,NA,NA,NA,NA,4.3e+10,0.14
"932",1996-10-23,"08:28:06",-47.3,20.6,NA,NA,NA,NA,NA,4.4e+10,0.15
"933",1996-10-19,"19:01:08",29.7,-34.7,NA,NA,NA,NA,NA,1.3e+11,0.38
"934",1996-10-07,"17:43:44",NA,NA,NA,NA,NA,NA,NA,4.5e+10,0.15
"935",1996-10-05,"19:21:02",-49.6,145.9,NA,NA,NA,NA,NA,2.5e+11,0.68
"936",1996-08-17,"15:46:08",NA,NA,NA,NA,NA,NA,NA,3.4e+10,0.12
"937",1996-08-15,"16:07:51",NA,NA,NA,NA,NA,NA,NA,8.4e+10,0.26
"938",1996-08-09,"18:14:56",NA,NA,NA,NA,NA,NA,NA,3e+10,0.1
"939",1996-08-07,"03:16:03",NA,NA,NA,NA,NA,NA,NA,1.5e+11,0.43
"940",1996-08-06,"04:50:32",NA,NA,NA,NA,NA,NA,NA,1.3e+11,0.38
"941",1996-08-05,"19:27:52",NA,NA,NA,NA,NA,NA,NA,2.2e+11,0.61
"942",1996-08-05,"15:19:30",NA,NA,NA,NA,NA,NA,NA,8e+10,0.25
"943",1996-07-17,"03:16:07",31.8,111.4,NA,NA,NA,NA,NA,5e+10,0.16
"944",1996-07-12,"14:04:45",20.7,-93.6,NA,NA,NA,NA,NA,3.2e+10,0.11
"945",1996-06-25,"11:22:40",NA,NA,NA,NA,NA,NA,NA,2.1e+10,0.076
"946",1996-05-08,"01:02:05",NA,NA,NA,NA,NA,NA,NA,2.8e+10,0.098
"947",1996-05-01,"13:19:25",NA,NA,NA,NA,NA,NA,NA,3.5e+10,0.12
"948",1996-03-31,"00:53:57",NA,NA,NA,NA,NA,NA,NA,2.7e+10,0.095
"949",1996-03-30,"04:03:32",-31.1,-84.3,NA,NA,NA,NA,NA,1.2e+11,0.36
"950",1996-03-29,"20:30:54",21.5,-158.1,NA,NA,NA,NA,NA,1.28e+11,0.38
"951",1996-03-25,"17:00:41",NA,NA,NA,NA,NA,NA,NA,4.4e+10,0.15
"952",1996-03-13,"08:31:01",NA,NA,NA,NA,NA,NA,NA,2.3e+11,0.63
"953",1996-02-16,"07:03:14",NA,NA,NA,NA,NA,NA,NA,5.5e+10,0.18
"954",1996-02-15,"02:38:05",76,-127,NA,NA,NA,NA,NA,5e+10,0.16
"955",1996-01-18,"17:10:49",NA,NA,NA,NA,NA,NA,NA,1.2e+11,0.36
"956",1996-01-15,"13:44:23",-59.8,175.8,NA,NA,NA,NA,NA,2.6e+11,0.71
"957",1995-12-27,"12:55:01",NA,NA,NA,NA,NA,NA,NA,2.2e+10,0.079
"958",1995-12-22,"13:26:29",-70.2,-73.3,NA,NA,NA,NA,NA,4.5e+11,1.1
"959",1995-12-09,"19:54:26",-2.9,-79,NA,NA,NA,NA,NA,1.2e+11,0.36
"960",1995-11-25,"05:29:31",NA,NA,NA,NA,NA,NA,NA,2.9e+10,0.1
"961",1995-11-13,"03:10:47",NA,NA,NA,NA,NA,NA,NA,2.1e+10,0.076
"962",1995-10-01,"02:42:01",NA,NA,NA,NA,NA,NA,NA,3.5e+10,0.12
"963",1995-09-09,"07:38:38",NA,NA,NA,NA,NA,NA,NA,5e+11,1.3
"964",1995-08-24,"21:54:35",NA,NA,NA,NA,NA,NA,NA,1.2e+11,0.36
"965",1995-08-17,"16:39:02",NA,NA,NA,NA,NA,NA,NA,1.6e+11,0.46
"966",1995-08-06,"04:38:09",NA,NA,NA,NA,NA,NA,NA,5.5e+10,0.18
"967",1995-08-05,"17:14:10",11.6,-104.3,NA,NA,NA,NA,NA,2e+11,0.56
"968",1995-07-11,"18:38:41",-28.5,93.3,NA,NA,NA,NA,NA,1.3e+11,0.38
"969",1995-07-09,"18:20:09",-0.9,66.3,NA,NA,NA,NA,NA,2.5e+10,0.089
"970",1995-07-07,"17:33:37",40.2,-76.1,NA,NA,NA,NA,NA,1.4e+11,0.41
"971",1995-06-09,"09:28:38",NA,NA,NA,NA,NA,NA,NA,2.5e+10,0.089
"972",1995-04-02,"12:32:38",NA,NA,NA,NA,NA,NA,NA,2.5e+10,0.089
"973",1995-02-16,"13:05:47",16.7,-141.7,NA,NA,NA,NA,NA,6e+10,0.19
"974",1995-01-18,"10:17:26",51.5,115.4,NA,NA,NA,NA,NA,7e+10,0.22
"975",1995-01-10,"21:08:41",NA,NA,NA,NA,NA,NA,NA,2.5e+10,0.089
"976",1995-01-04,"04:16:17",46.4,12.1,NA,NA,NA,NA,NA,4.1e+10,0.14
"977",1995-01-02,"20:41:38",NA,NA,NA,NA,NA,NA,NA,3e+10,0.1
"978",1994-12-18,"12:45:40",NA,NA,NA,NA,NA,NA,NA,5e+10,0.16
"979",1994-12-16,"09:41:03",-42.2,27.6,NA,NA,NA,NA,NA,5e+10,0.16
"980",1994-11-03,"20:01:36",6.5,89,NA,NA,NA,NA,NA,2.35e+12,5
"981",1994-11-01,"06:50:46",-1.5,-84.5,NA,NA,NA,NA,NA,1e+12,2.3
"982",1994-10-27,"04:21:29",NA,NA,NA,NA,NA,NA,NA,3.2e+11,0.85
"983",1994-10-20,"00:11:21",-45.2,-1.9,NA,NA,NA,NA,NA,8.7e+10,0.27
"984",1994-10-08,"03:24:22",NA,NA,NA,NA,NA,NA,NA,6.6e+10,0.21
"985",1994-09-22,"04:22:17",NA,NA,NA,NA,NA,NA,NA,6.7e+10,0.21
"986",1994-08-15,"23:16:48",NA,NA,NA,NA,NA,NA,NA,1.64e+11,0.47
"987",1994-06-15,"00:02:26",45,-73.5,NA,NA,NA,NA,NA,4.1e+10,0.14
"988",1994-06-03,"20:48:42",NA,NA,NA,NA,NA,NA,NA,5.09e+11,1.3
"989",1994-05-29,"09:30:58",52.8,2.3,NA,NA,NA,NA,NA,3.84e+11,1
"990",1994-02-01,"22:38:09",2.7,164.1,NA,NA,NA,NA,NA,1.82e+13,30
"991",1993-11-29,"17:48:41",26.5,78.3,NA,NA,NA,NA,NA,2.6e+10,0.092
"992",1993-10-31,"03:39:27",51.3,-100.9,NA,NA,NA,NA,NA,4e+10,0.13
"993",1991-10-04,"09:22:47",78.7,6.3,NA,NA,NA,NA,NA,5.5e+11,1.4
"994",1990-10-01,"03:51:47",7.5,142.8,NA,NA,NA,NA,NA,2.5e+12,5.2
"995",1988-04-15,"03:03:10",-4.1,124.3,NA,NA,NA,NA,NA,7.58e+12,14
